job_id,exp_lvl_id,emp_type_id,cmp_size_id,comp_loc_id,emp_residence_id,industry_id,remote_ratio,edu_level_id,primary_lang_id,manages_people,team_size,certifications_count,weekly_hours,salary_usd,equity_offered_pct,bonus_pct,job_satisfaction_score
1,2,1,2,2,2,6,0,3,1,0,10,3,41,51128,0.026,19.4,7.3
4,4,3,3,1,3,6,50,1,6,0,11,2,42,30495,0.087,11.4,4.5
10,1,2,1,1,3,2,0,2,6,1,7,2,49.7,41320,0.213,18.3,5.1
1,4,2,2,2,2,6,50,5,1,0,11,3,41.6,128326,0.011,3.5,9.8
4,1,2,3,2,2,6,50,2,1,1,7,1,38.2,203398,0.137,18.3,7.4
1,4,2,1,2,2,4,0,1,1,0,3,1,52,69954,0.457,9.4,8.2
1,4,2,2,2,2,1,0,1,3,0,5,1,40.7,127813,0.041,8.1,6.8
5,2,2,1,6,5,7,100,3,1,0,9,0,47.1,68742,0.135,11.8,6.5
4,2,2,2,8,3,2,0,2,1,0,6,3,55.7,138038,0.037,11,2.5
4,2,2,1,2,2,5,0,2,1,0,2,1,40.5,157765,0.042,11.7,5.7
5,3,3,3,2,2,7,50,1,3,0,8,3,46.5,78517,0.098,14.7,4.2
5,3,2,2,8,6,10,0,5,2,0,4,2,52.4,72967,0.041,4.8,8.1
12,2,2,3,6,5,5,100,3,1,0,5,3,39.1,151539,0.061,11.7,7.6
11,3,2,1,2,2,1,0,4,1,0,3,1,49.5,93062,0.34,12,6.3
10,3,2,2,2,2,1,100,2,2,0,12,1,38.8,139333,0.045,4.6,8.2
6,4,2,3,2,2,5,0,1,1,0,9,1,49,72225,0.038,13.3,5.9
11,2,2,3,1,3,6,50,1,1,1,6,3,38.7,48007,0.019,16.7,9
8,4,2,3,11,11,6,0,2,2,0,6,3,30.2,103500,0.09,9.6,7.9
1,4,2,3,6,5,5,100,2,2,0,15,2,48.4,71075,0,12.1,5.7
10,2,2,1,6,5,5,100,2,1,0,6,4,39.3,104993,0.491,12.7,6.1
6,1,2,2,2,3,5,100,2,1,1,7,1,38.6,167102,0.029,14.5,6.5
4,1,2,3,2,2,1,100,2,1,1,6,1,40.1,208944,0.042,17.7,9.7
7,2,2,3,1,3,6,0,1,1,0,13,2,42.6,37605,0.144,7.3,3.7
5,2,4,1,1,3,9,100,1,1,0,12,3,55.2,23298,0.465,12.8,3.8
1,3,2,3,1,3,6,0,2,2,0,6,2,48.4,20880,0.08,5.1,6.2
11,4,2,1,5,1,6,100,2,2,0,6,3,48.6,88590,0.66,6.5,5.2
4,2,2,2,12,12,2,100,1,3,0,5,2,47.5,71365,0.058,17,6.1
9,3,2,1,5,1,5,0,5,2,0,8,1,44,90833,0,2.2,6.5
2,4,2,3,8,1,5,100,2,7,0,7,3,51.2,105702,0.099,3.8,5.4
12,5,2,1,2,6,9,100,5,2,1,7,4,52,248048,0.225,16.7,7.2
4,4,2,3,1,3,1,0,2,4,0,9,0,42.5,41370,0.034,13.9,6.8
10,3,2,2,6,5,1,100,1,1,0,7,2,40.4,84998,0.051,0,5
3,2,2,3,1,3,3,0,3,7,0,10,0,41.3,40602,0.097,15.1,5.5
12,4,2,3,1,4,1,100,3,1,1,5,0,40.5,51543,0.054,7.3,6.5
8,2,2,1,1,3,5,50,2,1,0,5,2,39.5,66447,0.536,7.2,5.8
4,2,3,3,9,8,7,100,1,1,0,5,1,46.8,52895,0.033,15,6.2
3,3,2,2,2,2,5,0,2,1,1,7,1,43,117644,0.08,8.7,7.3
6,3,3,1,11,11,8,50,2,1,0,4,1,38.9,35420,0.784,7.1,6.4
1,2,3,1,2,2,1,0,1,7,0,9,2,52.3,96481,0.021,11.3,6.7
12,4,2,1,6,5,7,100,1,6,0,6,3,49,59536,0,12.9,5.9
6,2,2,1,2,2,4,100,4,7,0,12,6,41.8,84814,0.285,17.8,6.1
2,1,2,1,3,11,9,100,3,1,1,6,1,39.3,66837,0.602,21.2,8.1
10,3,3,3,7,1,5,0,3,1,0,9,2,53.4,42155,0.081,9.4,6.3
2,2,2,3,6,10,5,100,2,1,0,6,2,43.3,108809,0.162,14.1,9.5
10,2,3,3,8,6,1,0,1,3,0,6,4,33.3,102834,0.13,14.5,9.9
4,2,2,3,2,2,9,50,1,1,0,9,0,39.8,169456,0.035,14.9,7.1
6,3,2,3,2,2,1,0,2,2,0,9,0,52.2,68490,0,8.8,6.1
12,4,2,3,6,5,5,0,2,1,0,7,3,45.9,95344,0,6.2,7.7
1,4,2,1,4,4,6,50,5,1,0,7,3,47.5,70517,0,9.9,9.1
12,1,2,3,2,2,1,0,2,1,1,6,4,42.5,222696,0.171,11.6,4.3
11,3,2,1,2,2,2,50,1,1,1,5,1,43.6,67620,0.416,4.4,7.8
9,3,2,1,2,2,9,50,5,4,0,6,1,43.7,91098,0.743,0.7,8
2,3,2,3,5,1,1,0,4,1,0,10,2,29.2,62726,0.184,2,5.2
9,4,2,2,5,1,5,0,1,1,0,11,1,37,105265,0.052,15.7,6.1
12,4,4,1,1,2,2,100,1,1,0,8,2,38.2,27887,0.153,7.9,4.9
10,2,2,3,5,9,3,100,1,1,0,6,0,54.4,111096,0.091,12.6,7.4
3,4,2,1,10,9,5,0,2,2,0,10,3,45.7,95073,0,6.1,5
10,4,2,3,1,3,2,100,5,1,0,8,0,39.2,47917,0.216,13.2,7.1
4,4,1,2,2,6,2,100,1,1,0,5,0,47.8,72983,0.045,6.4,5.9
4,4,2,3,2,2,1,100,4,1,0,7,1,39.7,131939,0.027,4.7,5.9
3,4,2,3,12,12,5,100,4,1,0,4,3,44.3,71642,0.078,6.2,7
4,4,4,1,6,5,5,0,2,1,0,6,1,46,66665,0.083,8.9,7.5
1,4,2,3,8,6,5,50,2,1,0,5,3,48.2,91851,0.08,12.6,5.5
6,2,2,3,2,2,6,0,4,1,0,10,3,44.6,79525,0.13,9.4,6.3
10,2,2,1,3,10,7,0,1,2,0,4,1,53.2,26838,0.15,12.9,3.2
3,2,2,3,1,3,2,100,2,1,0,5,0,50.7,50854,0,10.6,7.9
2,2,2,3,6,5,4,0,1,1,0,6,1,42.7,99206,0.049,18.1,6
1,2,1,2,1,3,3,100,2,1,0,9,4,56.6,15528,0.036,14.1,7.2
3,2,2,3,8,11,1,100,1,2,0,7,2,54.8,154558,0.154,0,6.4
4,3,2,3,1,3,2,100,5,1,0,4,2,38.8,22831,0.08,0.7,5.6
6,3,3,1,3,10,1,100,2,4,0,17,1,43.9,17701,0,0,4.6
10,2,2,2,2,2,3,0,1,1,0,7,1,49.7,125973,0.05,11.7,7.2
10,3,2,3,1,3,6,0,5,1,0,9,2,48.7,21904,0.059,7.4,5.3
3,3,2,3,7,7,9,100,3,1,0,5,3,35.5,50898,0.038,0.9,6.4
12,3,3,3,2,2,3,0,2,1,0,6,0,42.2,60781,0.041,7.4,7.4
6,2,2,1,6,5,6,50,1,1,0,9,2,55.6,71406,0.085,12.2,8.4
3,4,2,2,6,5,5,0,1,1,0,6,4,50.8,106560,0.087,15,7.8
7,3,2,3,7,3,6,100,1,6,0,7,0,39.3,69979,0.198,7.3,8.3
2,2,2,2,9,8,5,50,3,1,0,5,0,42.7,78944,0.024,14.5,8.1
7,4,2,3,1,2,3,100,2,5,0,7,4,46.6,41450,0.16,1,5.9
6,4,2,3,2,2,1,100,1,3,0,5,0,53.2,95590,0.02,11,4.8
6,2,2,3,8,6,2,0,1,4,0,13,3,48.3,76794,0.015,13,7
10,4,2,3,1,3,1,100,4,1,0,8,2,49.2,35036,0.232,5.8,8.9
6,3,2,3,11,11,5,0,2,1,0,4,0,44.6,56030,0.058,0.4,4.2
2,4,1,3,1,3,1,0,1,7,0,13,0,34.6,15187,0.062,0.2,7.1
10,4,2,3,2,2,5,0,3,1,0,9,0,41.4,75925,0.13,13.5,5.9
10,2,2,3,2,2,5,50,1,1,0,9,2,53.4,109619,0.191,12.1,9.1
10,3,2,3,5,1,1,50,3,2,0,6,1,41,69863,0,5.7,8.2
3,2,2,2,9,2,9,100,5,1,0,7,2,54.2,106316,0.011,18.7,7.1
10,3,2,3,9,8,8,0,2,1,0,6,1,38.4,36167,0.112,0,5.6
3,1,2,3,4,4,5,100,1,3,1,7,1,41.1,117142,0.021,15.4,6.8
1,4,2,3,5,1,1,100,2,1,0,8,3,42.4,91867,0.041,9.6,7
10,2,2,3,9,8,2,50,1,1,0,8,0,46.5,67894,0.067,10.7,7.3
10,2,2,3,4,4,1,50,5,1,0,3,1,42.6,125337,0.109,6.1,5.1
10,1,2,3,8,6,7,0,5,1,1,8,2,55.9,103090,0.133,20.2,6
6,4,2,3,1,3,4,100,5,1,0,9,1,50.9,18823,0.214,8.3,6.8
2,4,2,2,2,2,7,0,1,1,0,6,3,37.9,195327,0.005,9.4,5.9
2,1,3,1,1,3,7,0,2,2,1,6,2,44.2,51906,0.44,21,5.2
7,4,2,3,8,6,5,50,1,2,0,10,1,42.4,124973,0,11.8,8.2
11,3,2,1,2,2,6,50,2,2,0,11,0,40.8,83960,0.146,6.8,8.1
8,2,2,2,2,2,1,50,2,1,0,8,2,50.3,195449,0.028,6.8,7.7
2,4,2,2,10,9,7,50,1,3,0,8,2,44.1,127529,0,0.2,5.9
3,4,2,3,4,4,5,100,2,1,0,9,0,31.1,115027,0,8.3,7.1
12,4,2,3,6,5,9,100,2,1,0,7,2,51.4,75193,0.237,13.8,8.9
3,4,2,1,11,3,9,0,1,1,0,7,2,39.1,79231,0.208,7,3.6
1,2,2,2,8,10,1,100,2,1,0,11,6,54.6,110423,0.016,16.1,6.9
10,1,2,2,2,2,5,0,2,4,1,6,0,40.2,199224,0.037,20.2,9.5
8,1,2,3,12,12,9,100,5,1,1,8,1,55.5,134682,0.192,10.8,4.8
4,4,3,1,7,7,8,0,1,1,0,9,2,40.6,51188,0.683,8.8,7.4
9,2,2,1,1,3,1,0,4,1,0,6,1,54.6,38790,0.71,14.8,6.8
3,4,2,3,2,8,10,0,2,6,0,6,2,39,144676,0.197,9.5,9.7
10,4,2,3,12,12,1,0,2,4,0,13,1,39.7,72757,0.015,13.2,6.2
11,3,2,1,3,10,2,50,2,1,0,12,2,52.9,22030,0.556,9.1,6.9
10,1,2,3,2,2,4,50,5,1,1,12,2,45.7,200441,0.059,12.1,9.3
12,4,2,1,2,2,5,100,2,2,0,6,1,41.7,156223,0.421,7.7,4.9
4,4,2,2,2,2,1,50,2,1,0,9,2,45.6,197387,0.056,10.5,7.8
5,1,2,1,2,2,1,50,2,1,1,9,2,48.3,149780,0.101,22.9,7.4
10,2,2,3,6,5,5,50,1,2,0,14,2,37.5,95298,0.077,9.4,6.7
10,2,2,3,6,2,6,50,1,1,0,8,3,46.9,79074,0.145,9.1,7.2
10,1,4,2,2,2,5,50,3,1,1,7,3,42.5,152956,0.034,9.8,7.1
8,3,2,3,8,6,10,0,2,1,0,8,2,40.6,69154,0.135,6.7,6.9
1,2,2,3,3,10,1,50,1,2,0,10,4,41.7,27281,0.108,17.4,6.4
11,1,2,1,8,6,5,0,1,3,1,4,0,54.2,92885,0.664,19.6,4
4,3,1,3,4,4,2,100,3,2,0,7,4,35.2,29203,0.087,10.8,5.8
1,4,2,2,11,11,2,0,3,1,0,8,1,48.5,81801,0.054,11,5.3
1,4,2,3,6,5,4,0,1,2,0,6,5,42.2,67046,0.12,11.7,6.4
11,4,3,3,2,2,4,100,1,1,0,8,1,46.2,131056,0.092,10.3,4.8
3,4,2,2,2,2,2,0,5,1,0,11,2,38.8,145561,0.012,2.9,5.8
7,4,2,1,1,3,2,0,1,1,0,6,1,48.6,30907,0.516,9.3,3.6
9,4,2,3,2,2,10,50,2,1,0,13,0,42.3,132569,0,6.4,7.3
9,4,2,3,2,5,5,100,1,1,0,10,1,52.2,111659,0.076,4.6,6.2
10,4,2,2,1,2,9,0,2,2,1,10,1,47.2,33421,0.017,8.3,2.9
3,4,2,3,6,5,7,50,1,1,0,8,1,46.3,73166,0.087,9.3,8.6
10,3,2,3,2,2,4,0,3,2,0,7,1,31.9,56713,0.092,3.3,6.5
9,3,3,3,5,1,2,0,1,2,0,7,1,29,73695,0.094,8.5,5.4
1,2,2,2,2,12,7,100,3,1,0,8,5,45.1,126052,0.055,9.7,6.6
3,1,2,3,1,3,2,0,2,1,1,9,2,43.5,52309,0.057,13.4,5.8
1,2,2,2,4,4,6,50,2,1,0,5,1,44.3,89932,0.031,13.3,6.2
10,2,2,3,3,6,5,100,2,1,1,10,4,49.4,41454,0.123,20.1,7.6
7,3,2,1,6,2,7,50,2,1,0,3,0,38.2,52908,0.5,9.7,10
11,2,2,2,2,2,7,0,5,7,0,14,3,44.1,222646,0.026,14.8,7.3
3,5,2,3,11,11,5,50,2,1,1,7,3,34,216862,0.068,18.4,5.8
5,1,4,3,2,2,5,50,2,4,1,5,3,40.2,128077,0.089,15.6,9.3
3,3,2,1,11,11,1,0,4,1,0,9,0,39,63503,0.388,13.1,7.3
9,3,2,3,2,2,2,50,2,6,0,11,4,44,109238,0.123,3.6,5.6
9,4,4,1,1,3,8,50,1,1,0,8,5,42.1,22045,0.288,10.6,7.4
10,3,2,2,1,3,6,100,2,1,0,15,2,46.9,29084,0,7.1,7.1
3,5,2,3,1,3,5,50,1,2,1,10,2,45.8,71647,0.203,19.8,5.9
10,3,2,3,7,12,8,100,2,1,0,14,1,50.8,45681,0.178,8.4,7.2
4,4,2,3,1,3,6,0,2,1,1,15,2,40,19081,0.127,12.4,3.8
4,5,2,3,10,9,5,50,1,1,1,8,3,54.7,178659,0.08,27.8,6.5
5,1,2,1,2,2,7,0,1,1,1,9,1,38.2,113254,0.345,11.1,7
1,2,2,2,11,11,5,100,1,1,0,5,4,52.1,116688,0,15.8,6
11,4,2,3,1,3,2,0,2,2,0,9,2,42.3,36976,0.112,15.1,5.7
3,2,2,3,2,2,9,50,5,1,0,4,2,46.7,184513,0.142,10.7,9.2
9,4,2,3,1,3,2,0,5,2,0,7,3,39.4,62614,0.138,10.3,5.5
9,3,2,1,1,3,9,100,4,1,0,12,0,32.6,22656,0.201,5.8,7.9
10,2,2,1,1,3,3,0,2,1,0,10,1,44.5,28874,0.574,14,3.6
5,3,2,2,8,6,5,50,1,1,0,7,3,32.8,71793,0,5.3,7.6
10,4,2,1,2,2,2,0,2,1,0,10,2,36.8,88968,0.478,0,6.3
2,1,2,3,2,2,6,100,3,1,1,5,3,47.2,189385,0.016,17.3,7.8
10,3,2,3,2,2,6,0,1,1,0,6,2,43.6,58294,0.243,2.9,8.1
10,2,2,3,12,12,4,0,5,1,0,5,1,53.2,54134,0.109,14.8,5.9
8,4,2,2,1,3,5,0,4,2,0,8,4,40.1,38907,0.032,7.8,6.7
6,2,2,1,1,3,10,50,2,1,0,4,3,49.4,37782,0.053,14,4.8
3,4,2,2,2,2,5,50,2,2,0,12,1,32.1,175998,0.028,7.7,6.9
1,4,3,3,2,2,5,0,1,1,0,3,0,55.2,91955,0.134,8.9,6.1
1,2,2,3,10,9,4,100,2,1,0,12,1,50.9,78945,0.142,13.1,5.1
4,1,2,2,2,2,5,0,2,1,1,7,0,43.8,340188,0.03,16.5,5.2
4,3,3,1,2,2,8,0,4,1,0,11,0,33.3,57669,0.407,7.8,7.6
10,2,2,3,1,3,6,50,1,2,0,6,1,43.1,38425,0.04,10.5,5.9
4,2,2,3,2,2,7,50,2,3,0,9,2,46.4,162132,0,14.1,7
10,2,2,1,2,2,5,0,2,4,0,9,0,47.8,147108,0.179,8.9,6.6
10,1,2,1,11,11,5,0,1,1,1,5,1,56.2,117424,0.438,19.5,7.6
6,2,2,2,2,2,5,0,5,1,0,9,5,42.9,155297,0.049,16.2,7.1
2,4,2,2,2,9,5,100,1,1,0,3,0,47.6,193741,0.033,1.4,8.6
5,3,2,3,2,2,5,50,3,1,0,7,1,45.5,76295,0.061,0.2,5.3
12,4,2,2,1,3,6,0,1,3,0,6,5,59.1,42573,0,17,6.7
4,1,2,3,2,2,8,50,1,1,1,3,1,55.9,212303,0.077,20.6,6.1
2,2,2,2,1,3,6,100,2,2,0,10,1,49.3,54461,0.054,12.6,8
6,4,3,2,6,5,4,0,1,1,0,10,4,38.7,58292,0.01,7.5,5.1
8,2,2,3,2,2,2,0,2,1,0,3,1,49.8,126026,0,7.9,4.7
3,2,2,1,9,8,9,0,4,1,0,8,0,31.8,63004,0.154,11.6,5.8
6,2,2,3,2,2,6,50,1,6,0,5,2,46.6,99347,0.061,8.5,5.9
5,3,3,2,1,2,6,100,2,1,0,6,2,38.3,23737,0.011,10.4,8.3
1,3,2,3,5,1,5,50,1,1,0,13,1,46.3,33490,0.259,6.3,5.7
11,2,2,3,2,2,10,0,3,1,0,12,1,40.4,151839,0,9.5,6.6
4,1,2,3,4,4,1,50,2,1,1,7,1,51.8,149822,0.087,17.5,7.5
1,3,2,3,9,8,5,0,4,1,0,6,2,42.8,23930,0,6.1,3.8
3,2,2,3,2,2,5,100,5,1,0,4,1,43.3,180321,0.154,6.9,7.6
11,1,2,3,2,2,7,0,2,1,1,7,3,58.7,189025,0.141,15.2,6.8
10,4,2,3,4,4,1,50,1,1,0,8,1,38.7,74593,0.289,5.2,6.4
4,3,2,2,10,9,5,100,2,2,0,4,1,40.2,68773,0.049,6.3,7
4,4,2,3,1,2,5,50,2,2,1,10,1,45.7,45181,0.055,9.8,4.2
1,3,2,3,8,6,8,100,1,1,0,8,0,34.9,45249,0,4.6,7.6
12,1,2,3,2,2,1,50,1,2,1,9,2,39.7,281814,0.153,10.4,8.5
1,4,3,3,2,2,3,50,1,3,0,6,2,39.5,62740,0.12,6.6,6.3
11,2,2,3,7,7,5,50,3,1,0,4,5,48.6,78254,0.148,11.9,6.9
9,4,2,2,1,3,6,50,2,2,0,13,4,42.5,44717,0.001,6.6,5.4
8,2,2,1,5,1,5,100,3,1,0,10,1,49.2,106383,0.477,13.1,6.1
1,4,1,1,6,5,1,100,1,1,1,6,1,37.4,29467,0.35,16.2,4.5
1,2,2,3,5,1,5,50,1,1,0,10,0,47.6,71492,0.081,13.7,4.2
1,4,2,2,2,2,5,100,2,1,1,9,2,50.2,77986,0.039,2.9,6.5
4,1,3,1,2,2,1,0,1,2,1,9,2,45.7,183514,0.16,15.5,5.8
4,2,2,1,2,2,1,0,1,1,0,9,1,37.2,156163,0.246,13.8,8.9
12,3,2,3,9,8,2,50,1,1,0,4,2,44.5,36103,0.142,3.6,6.6
3,2,2,1,11,11,5,0,1,1,0,12,1,39.4,132970,0.526,10.2,8.4
10,4,1,2,2,2,10,100,2,1,0,7,1,42.8,64072,0.098,10.1,4.4
1,4,2,3,8,6,5,50,1,1,0,9,0,40.2,69877,0.252,6.5,6.2
1,2,2,3,11,11,7,50,5,1,0,13,2,42.8,98580,0,16.6,6.7
5,4,2,1,8,6,6,50,3,2,1,9,4,43.3,52227,0.184,4.3,6.8
10,4,2,3,2,2,6,0,1,1,0,12,2,38.4,137120,0,20.4,8.3
10,3,2,3,7,7,2,100,2,1,0,13,0,38.4,60005,0.068,5.3,8.1
2,2,2,3,5,1,3,0,1,4,0,7,4,40.1,131767,0.217,9.2,6.2
10,3,2,1,1,3,2,100,1,1,0,8,1,54.6,15013,0.029,1.8,6.2
12,3,1,3,2,2,1,50,2,6,1,4,1,44.1,54986,0.089,6.8,6.9
1,4,2,3,1,3,7,50,5,2,0,3,2,51.5,24917,0.071,5.1,7.9
2,3,2,1,2,2,7,100,1,1,0,8,2,43.4,83115,0.193,3.4,7.7
4,2,2,3,11,11,2,0,2,3,0,5,2,41.9,117317,0.076,15.9,8.3
10,4,2,3,8,6,7,0,5,4,0,7,1,30.9,99484,0.029,3.6,7.3
12,4,4,1,1,3,5,50,4,6,0,9,1,50.9,25035,0.294,16.9,5.5
10,3,2,3,2,2,1,50,2,1,0,9,2,37.9,98464,0,13.2,6.9
5,1,2,2,2,2,7,0,2,1,1,7,1,56,219995,0,16.6,4.9
6,2,4,2,7,7,5,100,4,1,0,10,1,48.7,89893,0.041,8.1,7.2
1,3,2,1,2,2,6,50,2,6,0,8,1,33.2,48605,0.341,6.4,6.1
3,1,2,2,2,11,5,0,1,1,1,9,4,34.6,309068,0,20.2,8.4
12,1,3,1,1,3,3,100,1,5,1,7,2,39,36301,0.511,16.8,7.1
4,3,3,1,8,6,5,50,1,1,0,9,4,35.8,53992,0.166,7.7,4.2
11,1,2,1,11,11,1,0,5,1,1,10,4,47.7,128237,0.178,17.9,6.2
10,2,4,3,1,3,5,0,1,4,0,6,2,38.4,42537,0.208,18.3,6.9
4,4,2,2,8,6,5,50,1,1,1,9,3,47.5,86029,0,5.3,6.6
4,4,1,3,8,6,3,50,1,1,0,9,0,34.7,36183,0,4.9,8.7
2,2,2,2,6,10,5,100,4,1,0,5,1,53.3,135333,0.058,10.6,7.9
11,3,4,2,8,6,4,50,4,1,0,7,0,45.4,39007,0.011,4.2,5.4
12,4,2,2,2,2,5,100,5,4,0,8,1,42.3,159926,0.009,2.6,8
6,4,2,1,1,3,5,50,1,1,0,7,2,46.9,19459,0.033,8,4.2
8,3,1,3,8,6,5,0,2,7,0,8,2,51.3,37366,0.156,15.5,3.1
10,2,2,3,2,2,2,100,1,1,0,2,1,48,171878,0,19.8,6.9
2,3,2,1,7,7,5,100,1,2,0,9,4,36.8,49209,0.752,7,6
4,3,2,3,4,6,5,100,1,1,0,16,0,42.5,67964,0.01,8.1,8
4,1,2,1,2,2,1,50,3,1,1,9,3,50.4,178738,0,14.2,5.7
9,3,3,1,10,9,5,50,1,1,1,10,4,49.3,66519,0.118,1.9,6
3,2,4,1,6,5,10,0,2,3,1,6,1,39,105586,0,15.8,5.4
3,2,2,2,11,11,9,50,1,1,0,6,4,44.4,127411,0.023,14.2,5.6
1,4,4,1,6,5,6,100,2,1,0,4,1,45.3,35275,0.575,5.6,8.3
5,4,1,3,2,2,1,100,2,1,0,11,2,40,67977,0.109,10.3,8.4
6,2,2,3,2,2,1,100,2,2,0,7,3,42.1,172519,0,6.4,6.9
2,1,2,3,4,4,2,0,5,2,1,13,1,42.4,165612,0,9.9,7.2
12,2,4,3,9,8,1,0,5,1,0,12,0,38.3,82897,0.089,17.6,7.7
10,1,2,3,11,11,2,100,5,2,1,13,6,48.8,176217,0.009,14.3,8.6
4,1,4,1,6,5,5,0,2,1,1,11,3,44.6,106962,0.482,9.3,6.6
3,1,2,3,1,3,7,0,2,1,1,8,1,42.7,53674,0.133,22.8,9.4
5,2,2,3,6,5,1,0,5,2,0,8,1,51.9,174989,0.166,14.1,7.4
10,3,2,3,11,11,6,0,3,1,0,8,3,31.9,55594,0.06,4.9,6.6
1,4,2,2,2,2,1,0,2,2,0,5,2,34.2,154020,0.068,7.3,7.4
7,4,2,2,1,3,5,50,2,1,0,5,3,33,69504,0.004,3.3,8.9
10,3,2,1,2,2,5,100,1,1,0,10,1,42.5,63748,0.997,9.9,8.1
12,4,2,3,2,12,1,100,1,1,0,6,3,43.9,94386,0.045,8,6.8
3,4,2,3,5,1,1,100,2,2,0,10,1,42.8,141350,0.023,10.8,5.5
6,4,2,3,5,1,5,100,1,1,0,10,0,43.3,67362,0,6.7,8.6
10,3,3,1,11,11,2,50,3,1,0,14,1,36.8,46956,0.87,3.7,7.4
12,4,3,3,1,3,4,100,1,2,0,7,2,39.6,31139,0.074,6.4,9.5
8,4,2,3,2,2,9,50,2,1,0,9,3,42,122283,0.063,9.1,7.4
12,2,2,2,11,6,6,100,2,2,0,6,7,46.4,130203,0,18,6.7
4,3,1,1,6,5,5,50,2,5,0,6,0,38,43179,0.042,6.8,6.3
7,1,2,1,2,2,1,50,5,1,1,9,4,48.4,254242,0.672,18,7.3
9,4,2,3,7,8,5,100,2,2,0,9,1,46.3,111723,0.147,9.7,4.1
2,3,3,1,1,2,2,100,5,1,0,5,1,43.3,28197,0.527,4.3,6.2
1,4,2,2,1,3,7,100,1,1,0,9,3,46.2,30480,0.039,2,6.2
5,3,2,3,7,6,6,100,1,1,0,7,0,33.2,52162,0.037,5.4,6.7
6,2,2,1,4,4,1,0,1,1,0,4,1,43.9,47320,0.554,11.3,7.9
2,3,2,3,6,5,5,0,4,6,0,3,2,41.4,71882,0.101,10.6,6.9
4,1,2,1,2,2,8,50,2,4,1,10,3,50.6,176429,0.256,20.1,7.4
7,3,2,2,12,12,8,50,1,2,0,6,1,38.2,43615,0,7.5,6.3
10,2,2,3,8,6,5,0,2,1,0,6,1,51.1,91809,0.133,13.5,8.3
4,4,2,3,12,12,5,0,2,5,0,5,1,45.9,92126,0.033,11,4.7
7,4,2,3,1,3,1,100,2,1,0,10,3,42.3,50749,0.188,4.3,7.6
11,1,2,1,10,9,7,50,1,1,1,8,1,49.8,168425,0.162,10,5.7
10,3,2,2,2,2,2,0,2,1,0,10,1,46.5,76666,0.012,9.5,5.5
11,1,2,3,2,2,5,100,4,1,1,4,3,55.1,218144,0,18.4,8.4
7,4,2,2,6,2,5,50,1,1,0,9,1,35.6,105078,0.031,8.6,9
8,2,2,3,10,9,7,0,1,1,0,4,1,43.7,99868,0.036,11.4,4.6
4,4,2,3,3,10,1,100,1,1,0,6,2,48.7,36132,0.087,12.1,7.6
1,2,4,1,2,2,5,0,3,6,0,7,1,42.1,73579,0,13.8,9.6
1,2,2,2,2,2,7,0,1,3,0,3,3,40.7,133729,0.007,9.9,6.9
1,4,2,1,4,4,4,0,2,2,0,9,2,45.1,42525,0.038,12.8,7.5
1,1,2,3,6,5,6,50,5,1,1,7,5,47,95575,0.181,17,7.4
4,2,2,3,1,8,1,50,2,4,0,9,5,48.7,43423,0.225,7.1,6.1
5,2,2,3,2,2,4,50,1,1,1,7,1,40.5,125947,0.02,10.6,8.1
3,3,2,3,4,4,5,50,1,1,0,6,0,36.9,60841,0.103,9.7,7
1,2,2,3,2,2,9,50,1,1,0,8,1,50.9,115455,0.075,17.2,6.7
9,2,2,3,7,7,9,100,5,2,0,12,1,39.4,121126,0.139,12.6,5.8
3,4,2,3,1,3,7,0,3,1,0,7,1,34.2,32887,0.117,11.8,6.1
1,3,2,3,3,10,2,0,5,2,0,9,1,48.4,22408,0.217,8.9,4.8
11,4,2,2,10,9,6,0,2,1,0,4,3,37.1,100749,0.017,15.9,7.7
10,1,2,3,2,5,9,100,2,1,1,6,4,45.6,167431,0.158,10.1,5.9
10,3,2,2,1,3,5,50,3,1,0,5,1,45.6,32340,0.052,14.3,6.2
5,3,2,2,2,6,1,0,2,1,0,8,0,38.5,97814,0,0.8,7.7
4,3,2,2,1,3,5,0,1,1,0,5,1,42.3,28059,0.022,2.8,6.3
11,4,2,3,2,2,6,0,2,1,0,11,0,42.1,99914,0.09,14.1,6.7
3,3,1,2,2,2,3,0,1,1,0,5,3,44.5,50919,0.014,7.3,6
7,3,4,1,11,5,1,0,1,1,0,6,1,39.9,58498,0.542,11.4,6.5
10,3,2,3,6,5,5,100,3,3,0,10,0,42.6,77170,0.232,4.2,6.4
7,2,2,1,11,11,5,50,1,1,0,7,1,44.7,118248,0.902,14.8,4.9
12,1,2,2,4,4,6,50,1,1,1,7,4,46.7,92222,0.006,13.8,6.8
7,1,2,2,10,11,7,100,5,1,1,11,1,52.2,209890,0,16.4,8.7
1,3,2,1,8,9,1,100,1,2,0,5,1,35.7,41460,0.316,12.6,8
4,2,2,3,4,4,6,100,1,3,0,12,0,41.3,116623,0.219,19,6.7
10,2,3,3,1,3,7,50,2,1,0,2,4,52.5,34669,0.033,14,7
7,3,2,2,2,2,7,0,2,3,0,5,0,41.2,135376,0.002,5.9,7.1
4,1,2,2,5,1,5,100,2,2,1,10,4,51.6,240677,0.034,19,5.7
1,1,1,3,12,12,1,0,2,1,1,13,2,54.7,40647,0.102,18.4,2.6
11,4,2,3,3,10,2,0,3,2,0,8,1,50.6,27487,0.06,7.1,4.4
